frq I Q
4104 -4168.1 1526.21
4104 -5191.09 -1870.51
131328 1556.0 8008.44
131328 -1075.96 6263.74
4104 -3164.97 1324.26
4104 -6303.46 2042.67
131328 -5071.9 4323.7
131328 -7587.99 4108.51
4104 -7313.21 3734.4
131328 1608.97 2052.6
4104 -4346.87 4280.66
131328 -1029.61 7952.16
131328 923.67 4287.28
4104 -1330.88 -3078.9
4104 -5260.61 -1244.8
4104 -1824.16 -672.06
131328 -2264.48 3936.35
131328 -2555.82 11262.8
131328 6525.28 6035.3
4104 -5965.78 -4065.47
4104 -3843.66 2466.43
131328 870.7 7697.24
131328 -2112.19 7564.82
4104 -5224.19 -2178.4
131328 6515.34 10359.0
4104 -5303.65 2771.01
4104 403.9 -1443.44
131328 -2453.19 10196.78
131328 -4270.73 7422.46
4104 172.15 3496.04
131328 -794.55 3949.6
4104 -1850.65 2423.39
4104 1205.07 -66.21
131328 542.95 3856.9
4104 -7574.75 -3694.68
4104 62.9 -923.67
131328 -1443.44 10948.29
131328 -1539.45 7780.01
4104 -2439.94 1115.69
131328 3906.56 4078.71
131328 2373.73 8961.91
4104 -4876.58 -327.75
4104 -6886.14 1380.54
131328 -2059.22 4022.43
4104 -4883.2 -1728.16
131328 9677.01 -19.86
4104 -6108.13 3691.37
131328 -76.14 7952.16
131328 4224.38 7141.06
4104 960.09 2837.22
4104 -1814.23 1075.96
131328 5939.29 4787.19
131328 -46.35 857.46
4104 -3588.74 840.9
131328 -284.72 768.07
4104 -721.72 69.52
4104 -7703.86 -2165.16
131328 3204.7 5369.86
131328 2943.16 4813.67
4104 -4025.74 -450.25
4104 -2860.39 1681.81
131328 152.29 7495.29
131328 2771.01 3903.25
4104 1916.86 3741.03
131328 854.15 5684.37
4104 -4191.27 -2820.67
4104 -3628.46 2509.47
131328 -3972.77 8925.49
4104 -3661.57 2645.2
4104 -4972.58 1536.14
131328 3863.52 1966.52
131328 1330.88 8786.44
4104 -2807.42 -1738.09
131328 -662.13 4959.34
4104 -791.24 2403.53
131328 334.37 4704.42
131328 -2406.84 4863.33
4104 -4250.86 -125.8
131328 5690.99 3721.16
4104 -3486.11 6399.47
4104 -933.6 -122.49
131328 2625.34 8581.18
4104 1698.36 314.51
131328 -331.06 1628.84
4104 1450.06 1496.41
131328 109.25 -2823.98
131328 -3890.0 8389.17
4104 -6343.19 1363.98
131328 4201.21 -3648.33
4104 -2499.53 2780.94
131328 -13.24 1476.55
4104 -1635.46 3356.99
131328 -301.27 4009.19
4104 -549.57 2526.02
4104 -2476.36 1105.75
131328 -582.67 10398.73
131328 4138.3 7515.16
4104 -4995.76 6197.52
4104 920.36 2751.14
131328 2012.87 3419.89
131328 297.96 5482.42
4104 4234.31 2155.23
4104 -3846.97 3138.49
4104 -5575.12 1066.03
131328 -1678.5 4025.74
131328 3317.26 4204.52
4104 -6045.23 1532.83
4104 -11967.97 347.62
4104 -3588.74 -2281.03
131328 4247.55 6661.01
131328 751.52 6131.31
4104 1248.11 1440.13
131328 3078.9 4231.0
4104 -5926.05 1367.3
131328 -5095.08 2883.57
4104 -7336.38 3416.58
131328 3760.89 -331.06
4104 -2767.7 -317.82
4104 -2141.99 -1824.16
131328 -2264.48 8187.22
131328 -1953.28 6816.61
4104 -3986.01 347.62
131328 7256.93 5565.19
4104 -2727.97 3317.26
131328 870.7 -930.29
4104 -3668.19 -2304.21
131328 -778.0 4823.61
4104 -7928.99 -950.15
131328 29.8 7518.47
131328 3535.77 12567.2
4104 -4181.34 -701.86
4104 -8362.68 -2509.47
131328 -99.32 4360.12
4104 -1132.24 1122.31
131328 4240.93 -615.78
131328 -2360.49 6790.13
4104 -4591.86 5634.71
131328 -1711.6 7405.91
4104 -3767.51 -2128.74
131328 -1612.28 4572.0
4104 -2234.68 -148.98
4104 -4416.4 1370.61
131328 -688.61 2731.28
4104 874.01 3476.17
131328 -1430.2 15010.45
131328 1337.5 5217.57
4104 -3151.73 519.77
4104 -4528.96 3817.17
131328 1142.17 5846.59
4104 -2539.26 -1671.87
131328 185.4 3651.64
131328 824.35 5310.27
4104 -2012.87 814.42
131328 -2247.93 5737.34
4104 -2029.42 -1069.34
131328 -556.19 4171.41
4104 -5985.64 3631.77
131328 1536.14 -579.36
4104 -5181.16 -1658.63
131328 -2370.42 -4757.39
4104 -2622.03 -1244.8
4104 -3625.15 791.24
131328 4932.86 9726.67
4104 -3035.86 -1420.27
4104 -4178.03 -986.57
131328 1499.72 3664.88
131328 4254.18 4608.41
4104 -4740.84 -2747.83
131328 -370.79 5565.19
4104 -2310.83 1479.86
131328 1400.4 6723.91
131328 3717.85 3502.66
4104 2595.54 2595.54
4104 -4323.7 -2615.41
131328 1976.45 5386.41
4104 -619.09 1496.41
4104 -1330.88 1678.5
131328 -3022.62 8690.44
131328 -2194.96 3929.73
4104 -917.05 -1340.81
4104 -5167.91 -1930.1
131328 -7687.31 5879.7
131328 698.55 6306.77
4104 -1565.93 572.74
4104 -4505.78 -3214.63
131328 2535.95 5518.84
4104 -4591.86 2330.69
131328 -5071.9 4502.47
131328 -4009.19 7564.82
4104 -4317.08 711.79
131328 1152.1 1277.91
4104 -2701.48 427.07
4104 -5101.7 -1930.1
131328 -638.95 6670.94
4104 -3757.58 -1824.16
131328 1320.95 5982.33
131328 -4178.03 281.4
4104 -3462.93 675.37
4104 -1390.47 122.49
131328 -5465.87 6809.99
4104 -2297.59 -109.25
131328 -211.88 4797.12
131328 -2019.49 284.72
4104 -5310.27 4164.79
4104 -2128.74 -16.55
131328 1138.86 1983.07
4104 76.14 -1503.03
131328 -602.54 9269.8
131328 1297.77 4624.97
4104 -3757.58 2853.77
131328 251.61 3896.63
4104 -3135.18 3141.8
4104 -4681.25 -1178.59
131328 -1360.67 3151.73
131328 2615.41 5575.12
4104 -6068.41 466.8
4104 -4068.78 2112.19
131328 -4595.17 4555.44
4104 -5657.89 -1595.73
131328 8091.21 9713.42
4104 -6154.48 3899.94
131328 3678.12 5320.2
4104 -4323.7 -761.45
4104 -6098.2 1019.68
131328 2929.92 8759.96
131328 2317.45 7846.22
4104 -887.25 -3115.31
4104 -3148.42 -3688.06
131328 2943.16 5287.1
131328 -3145.11 3330.51
131328 2919.99 8352.75
4104 -321.13 678.68
131328 3502.66 4512.41
4104 -357.55 1764.57
4104 -261.54 529.7
131328 -658.82 1277.91
131328 -3260.98 2823.98
4104 -1042.85 4379.98
131328 1013.06 7849.53
4104 -4118.44 1400.4
131328 -1277.91 3618.53
4104 1691.74 -691.92
4104 -2039.36 2185.02
131328 -1920.17 5128.18
131328 4757.39 1860.58
131328 3522.52 6174.35
4104 -1599.04 1466.61
131328 393.97 7021.87
4104 -4754.08 -460.18
4104 -1830.79 -635.64
131328 4601.79 2357.18
131328 -2151.92 7998.51
4104 -787.93 -3625.15
131328 -2092.33 5594.99
4104 -4283.97 744.89
131328 -1800.99 5800.25
4104 -2211.51 324.44
131328 -585.98 3741.03
4104 -622.4 963.4
4104 -2883.57 2499.53
131328 413.83 8842.73
4104 -3072.28 244.99
4104 -4552.13 2929.92
131328 3535.77 7733.66
131328 -2718.04 9524.72
4104 632.33 4479.3
131328 1459.99 4141.61
131328 -576.05 7445.63
4104 -1426.89 -4684.56
131328 956.78 8958.6
4104 -2496.22 -860.77
4104 1704.98 387.35
131328 539.63 7981.96
4104 -6899.38 -1274.6
4104 -5604.92 -2479.67
131328 -8339.51 4628.28
131328 -5839.97 8379.24
4104 1969.83 2784.25
