frq I Q
131328.00 445056.00 -524288.00
4104.00 510504.00 -84445.00
131328.00 448563.00 -524288.00
4104.00 510390.00 -85065.00
131328.00 445128.00 -524288.00
4104.00 510366.00 -84175.00
131328.00 457198.00 -524288.00
4104.00 509935.00 -84766.00
131328.00 472099.00 -524131.00
4104.00 509205.00 -90136.00
131328.00 459768.00 -524122.00
4104.00 510133.00 -84213.00
131328.00 447139.00 -524288.00
4104.00 510579.00 -84323.00
131328.00 476019.00 -524011.00
4104.00 509109.00 -84357.00
131328.00 476366.00 -524122.00
4104.00 509384.00 -84395.00
131328.00 446989.00 -524204.00
4104.00 510683.00 -84037.00
131328.00 464399.00 -524288.00
4104.00 510154.00 -84882.00
131328.00 464267.00 -524288.00
4104.00 509986.00 -84080.00
131328.00 463761.00 -523968.00
4104.00 509124.00 -89860.00
131328.00 452352.00 -523456.00
4104.00 510170.00 -84480.00
131328.00 444075.00 -524081.00
4104.00 510722.00 -82082.00
131328.00 461132.00 -524288.00
4104.00 510138.00 -83948.00
131328.00 467562.00 -524288.00
4104.00 509813.00 -84644.00
131328.00 449023.00 -524150.00
4104.00 510106.00 -82139.00
131328.00 446704.00 -524288.00
4104.00 510330.00 -84099.00
131328.00 466113.00 -522734.00
4104.00 509985.00 -83342.00
131328.00 444703.00 -523701.00
4104.00 509519.00 -84573.00
131328.00 448437.00 -524288.00
4104.00 510222.00 -85052.00
131328.00 445662.00 -524256.00
4104.00 510535.00 -89387.00
131328.00 462663.00 -524142.00
4104.00 509981.00 -84771.00
131328.00 449303.00 -524166.00
4104.00 510241.00 -82267.00
131328.00 445720.00 -524288.00
4104.00 510396.00 -84823.00
131328.00 445853.00 -524119.00
4104.00 510612.00 -84000.00
131328.00 455137.00 -522785.00
4104.00 510416.00 -85410.00
131328.00 463687.00 -523889.00
4104.00 509159.00 -89958.00
131328.00 453220.00 -524054.00
4104.00 510239.00 -84309.00
131328.00 465489.00 -524044.00
4104.00 510312.00 -83568.00
131328.00 456891.00 -524288.00
4104.00 510110.00 -84753.00
131328.00 445320.00 -524221.00
4104.00 510676.00 -84202.00
131328.00 461075.00 -524288.00
4104.00 510428.00 -83780.00
131328.00 457656.00 -524288.00
4104.00 510084.00 -94103.00
131328.00 449371.00 -521934.00
4104.00 510290.00 -84640.00
131328.00 449516.00 -524136.00
4104.00 509780.00 -89859.00
131328.00 443750.00 -524238.00
4104.00 510503.00 -84778.00
131328.00 464299.00 -524288.00
4104.00 510163.00 -84020.00
131328.00 472413.00 -524288.00
4104.00 509637.00 -84199.00
131328.00 448993.00 -524288.00
4104.00 510459.00 -83845.00
131328.00 459783.00 -524288.00
4104.00 510274.00 -84397.00
131328.00 451255.00 -524288.00
4104.00 510240.00 -84478.00
131328.00 467258.00 -523958.00
4104.00 509619.00 -84625.00
131328.00 458261.00 -524044.00
4104.00 509420.00 -90401.00
131328.00 451113.00 -523996.00
4104.00 510340.00 -84246.00
131328.00 448488.00 -524288.00
4104.00 510178.00 -85294.00
131328.00 473008.00 -523467.00
4104.00 509783.00 -83191.00
131328.00 477501.00 -523986.00
4104.00 509643.00 -84891.00
131328.00 473325.00 -523825.00
4104.00 509807.00 -84583.00
131328.00 457883.00 -524131.00
4104.00 510299.00 -84191.00
131328.00 455540.00 -524288.00
4104.00 510158.00 -83789.00
131328.00 475506.00 -524288.00
4104.00 509057.00 -89770.00
131328.00 446201.00 -524288.00
4104.00 510521.00 -84938.00
131328.00 442790.00 -524197.00
4104.00 510477.00 -84594.00
131328.00 452178.00 -524002.00
4104.00 510241.00 -84321.00
131328.00 460047.00 -524288.00
4104.00 510390.00 -84461.00
131328.00 455200.00 -524288.00
4104.00 510234.00 -85403.00
131328.00 462397.00 -524288.00
4104.00 510247.00 -84025.00
131328.00 446541.00 -524288.00
4104.00 510545.00 -84529.00
131328.00 446248.00 -524072.00
4104.00 509686.00 -89127.00
131328.00 446828.00 -524288.00
4104.00 510714.00 -84179.00
131328.00 458209.00 -524288.00
4104.00 510017.00 -84662.00
131328.00 446162.00 -523776.00
4104.00 510517.00 -84590.00
131328.00 463831.00 -524133.00
4104.00 510197.00 -84655.00
131328.00 459715.00 -524128.00
4104.00 510302.00 -84189.00
131328.00 473863.00 -524288.00
4104.00 509609.00 -84386.00
