frq,I,Q,Mdiv,Ref,dac,Kdiv,I_offset,Q_offset,Z_real,Z_imag,Z_mag,Z_angle
4104.0,7107.0,5227.0,1082130432,32768,128,32,7981.231292517006,5184.319727891157,159.89712240512802,-52.572971934911706,168.31817231514103,-18.20047632638122
4104.0,6802.0,5321.0,1082130432,32768,128,32,7676.231292517006,5278.319727891157,157.80414283199602,-47.347815053557966,164.75425058336714,-16.70143342567004
4104.0,6912.0,5047.0,1082130432,32768,128,32,7786.231292517006,5004.319727891157,155.25695722722241,-51.875691095218876,163.69425797523303,-18.475915161712845
4104.0,6914.0,6092.0,1082130432,32768,128,32,7788.231292517006,6049.319727891157,169.65086078468204,-40.39810864824888,174.39444299443514,-13.394110668748386
4104.0,5190.0,8253.0,1082130432,32768,128,32,6064.231292517006,8210.319727891156,180.232929788622,7.078921576403232,180.37189390499623,2.249222500653984
4104.0,6748.0,6337.0,1082130432,32768,128,32,7622.231292517006,6294.319727891157,171.17756946597922,-35.4201540244875,174.8037402328639,-11.690686828884248
4104.0,7427.0,5701.0,1082130432,32768,128,32,8301.231292517006,5658.319727891157,169.9682185377107,-51.750739031385855,177.67198513884395,-16.93407850701039
4104.0,5513.0,6882.0,1082130432,32768,128,32,6387.231292517006,6839.319727891157,164.96336651571903,-12.452821682649343,165.4327206451593,-4.316979421391113
4104.0,6373.0,5696.0,1082130432,32768,128,32,7247.231292517006,5653.319727891157,158.19920738663484,-37.32537530989123,162.54283392319618,-13.275529899515256
4104.0,7920.0,7339.0,1082130432,32768,128,32,8794.231292517006,7296.319727891157,197.96804180372214,-40.49006697831085,202.06630372110135,-11.559187360872686
4104.0,6391.0,3885.0,1082130432,32768,128,32,7265.231292517006,3842.3197278911566,133.49265607992453,-57.51110214497907,145.35410588353955,-23.30727023468329
4104.0,6112.0,9593.0,1082130432,32768,128,32,6986.231292517006,9550.319727891156,208.89665601211442,9.164895112813312,209.09760447090858,2.512119115750517
4104.0,3025.0,6824.0,1082130432,32768,128,32,3899.2312925170068,6781.319727891157,136.5469032418748,21.09008554133206,138.16601786650224,8.780127704054456
4104.0,7515.0,5201.0,1082130432,32768,128,32,8389.231292517006,5158.319727891157,164.06867684086257,-58.46454293668992,174.174147051471,-19.613113274369134
4104.0,6464.0,7771.0,1082130432,32768,128,32,7338.231292517006,7728.319727891157,187.7464920449469,-15.730607022606605,188.40434515287325,-4.789421819678906
4104.0,7395.0,5848.0,1082130432,32768,128,32,8269.231292517006,5805.319727891157,171.63465807193427,-49.69269096421706,178.68357335450557,-16.14710290696621
4104.0,6473.0,6106.0,1082130432,32768,128,32,7347.231292517006,6063.319727891157,164.94794593113687,-34.18528163375899,168.45313397880335,-11.708727616955217
4104.0,7727.0,7298.0,1082130432,32768,128,32,8601.231292517006,7255.319727891157,195.26172088482699,-38.28992514182481,198.9805468136788,-11.094659210237026
4104.0,5086.0,3991.0,1082130432,32768,128,32,5960.231292517006,3948.3197278911566,120.4639067739387,-38.41529857778765,126.44084783036205,-17.687205480620214
4104.0,6169.0,3927.0,1082130432,32768,128,32,7043.231292517006,3884.3197278911566,131.60589631685107,-53.99874391961477,142.2532118802872,-22.3086574756805
4104.0,7780.0,6071.0,1082130432,32768,128,32,8654.231292517006,6028.319727891157,178.9753474075079,-52.526878794236694,186.52412169878346,-16.356260721678492
4104.0,4118.0,8079.0,1082130432,32768,128,32,4992.231292517006,8036.319727891157,165.9398767754603,19.890952010082785,167.12777350315645,6.835341735421371
4104.0,5974.0,5877.0,1082130432,32768,128,32,6848.231292517006,5834.319727891157,156.25924803265036,-29.85095900831422,159.0849846762585,-10.815181805125976
4104.0,5900.0,6416.0,1082130432,32768,128,32,6774.231292517006,6373.319727891157,162.85056114880666,-22.900119112726102,164.45279177277064,-8.00447318954775
4104.0,6814.0,5283.0,1082130432,32768,128,32,7688.231292517006,5240.319727891157,157.41474513192261,-47.93104322793579,164.5502564260123,-16.93491069414191
4104.0,6377.0,6403.0,1082130432,32768,128,32,7251.231292517006,6360.319727891157,167.966857757895,-29.59652362300919,170.55444736396726,-9.993196297049908
4104.0,7882.0,7320.0,1082130432,32768,128,32,8756.231292517006,7277.319727891157,197.28490759392818,-40.17718569402234,201.3344009717086,-11.510908614223087
4104.0,5278.0,4024.0,1082130432,32768,128,32,6152.231292517006,3981.3197278911566,123.04910429054117,-40.68977889370132,129.60223830290425,-18.29797624745064
4104.0,7725.0,5253.0,1082130432,32768,128,32,8599.231292517006,5210.319727891157,167.11499249464205,-60.777133913493266,177.82373498277153,-19.98554282297137
4104.0,6786.0,8042.0,1082130432,32768,128,32,7660.231292517006,7999.319727891157,195.04796634374804,-17.170805325334413,195.8023128830515,-5.030992862338657
4104.0,4944.0,4962.0,1082130432,32768,128,32,5818.231292517006,4919.319727891157,132.24158557093477,-25.774079990373785,134.7298784741716,-11.02877058725871
